AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
32,1.6,0.1,0.02,2.06,2.47,4.51,25,22.2,67,1
32,1.6,0.11,0.02,1.94,2.41,4.35,25,23.5,67,1.1
32,1.6,0.16,0.06,-0.1,5,4.9,20,28.7,67,1.5
32,1.6,0.24,0.09,-0.1,5.9,5.8,27,24.8,68,1.4
31,1.6,0.23,0.08,2.01,6.37,8.3,25,22.2,75,1.3
30,1.6,0.29,0.1,1.98,6.86,8.82,28,14.4,76,1.3
30,1.6,0.53,0.62,2.6,15,17,29,14.4,78,2.4
30,1.6,0.41,0.57,1.3,13,14,39,11.8,79,2.4
30,1.6,0.38,0.62,0.3,13,13,37,14.4,80,3.1
29,1.7,0.34,0.61,-0.1,13,13,34,14.4,81,3.4
29,1.7,0.28,0.45,0.4,14,15,32,22.2,83,3.3
28,1.8,0.28,0.33,2.7,14,17,42,18.3,85,4.5
28,1.8,0.24,0.74,1.2,12,13,48,18.3,86,3.7
28,1.8,0.21,0.66,1.9,11,13,46,22.2,85,4.8
28,1.8,0.26,0.45,2.5,11,13,34,23.5,84,2.1
27,1.8,0.26,0.36,4.6,11,15,32,19.6,84,3
28,1.8,0.36,0.32,9.7,10,20,32,23.5,80,5.1
30,1.7,0.54,0.34,11,11,22,37,24.8,76,6.3
31,1.7,0.41,0.49,3.38,6.14,9.63,40,33.9,73,5.2
31,1.6,0.26,0.28,5,7.9,13,40,28.7,70,3.4
32,1.6,0.19,0.12,2.01,5.88,7.85,38,18.3,70,2
32,1.6,0.14,0.04,1.44,4.11,5.56,34,18.3,69,1.2
33,1.6,0.15,0.04,1.54,3.55,5.08,24,22.2,67,0.9
33,1.6,0.14,0.04,1.53,3.2,4.71,22,27.4,64,0.8
33,1.6,0.13,0.04,1.8,2.2,4,16,15.7,66,1
32,1.6,0.11,0.02,1.8,1.9,3.7,21,11.8,69,0.8
32,1.6,0.13,0.03,2.3,1.7,4,24,19.6,70,1
31,1.6,0.19,0.05,2.2,3.3,5.4,26,19.6,70,0.8
31,1.6,0.21,0.07,1.4,3.9,5.4,22,15.7,72,0.8
30,1.6,0.28,0.09,1.9,5.7,7.6,16,7.9,74,0.9
30,1.6,0.38,0.21,3.4,8.1,12,14,13.1,75,1
30,1.7,0.47,0.97,5.4,15,20,22,17,76,3.6
30,1.7,0.39,0.57,3.9,18,21,30,15.7,79,4.1
29,1.8,0.41,0.58,3,20,23,44,15.7,81,5.2
29,1.7,0.33,0.61,2.8,15,18,41,17,80,4.8
29,1.8,0.33,0.57,2.8,17,20,44,22.2,82,4.6
28,1.8,0.3,0.74,2,13,15,37,24.8,83,3.6
28,1.8,0.28,0.46,3.75,11.12,14.78,36,22.2,84,3.5
28,1.8,0.25,0.31,0.2,16,16,26,22.2,85,5.8
28,1.7,0.25,0.27,0.4,13,14,29,11.8,84,3.3
28,1.7,0.34,0.24,7,14,21,32,18.3,82,6.1
30,1.7,0.38,0.25,8.3,16,25,40,15.7,74,7.1
31,1.6,0.21,0.1,2.4,10,12,33,22.2,70,5.1
32,1.6,0.14,0.04,2.71,7.28,9.93,30,14.4,66,2.3
33,1.6,0.11,0.04,1.87,4.28,6.16,28,11.8,64,1
33,1.6,0.09,0.03,1.92,3.21,5.12,30,11.8,64,0.8
33,1.6,0.09,0.02,1.84,2.81,4.64,22,11.8,64,0.7
33,1.6,0.07,0.01,1.84,2.53,4.36,13,13.1,66,1.1
33,1.6,0.07,0.01,1.92,2.27,4.19,14,9.2,67,0.9
33,1.6,0.07,0.02,1.92,2.22,4.15,13,10.5,66,0.9
32,1.6,0.08,0.02,2.16,2.77,4.9,18,10.5,69,1.1
32,1.6,0.11,0.02,2.03,3.02,5.08,12,15.7,70,1.1
31,1.6,0.11,0.02,1.72,4.88,6.62,17,15.7,72,1.1
31,1.6,0.15,0.05,1.55,6.45,8.11,9,10.5,75,1.3
31,1.6,0.16,0.06,1.68,8.5,10.18,6,5.3,76,1.3
31,1.6,0.13,0.04,1.83,8.49,10.31,12,5.3,75,1.2
30,1.6,0.09,0.02,1.84,8.66,10.5,24,9.2,78,1
30,1.6,0.07,0.01,2.05,9.01,11.11,27,14.4,74,1.1
30,1.6,0.11,0.06,1.93,9.33,11.33,20,7.9,78,1.2
29,1.8,0.14,0.06,1.56,9.43,10.8,18,5.3,83,1.9
29,2.2,0.16,0.07,2.54,9.8,12.31,22,5.3,86,1.8
28,2.1,0.14,0.06,3.58,9.42,12.94,26,11.8,85,2.1
28,2,0.18,0.08,3,8.65,11.71,28,22.2,83,3
28,1.8,0.21,0.13,-0.2,14,14,27,22.2,82,3.1
29,1.7,0.21,0.11,2.2,11,13,23,15.7,80,2.7
30,1.7,0.21,0.07,2.6,10,13,19,17,76,3.2
31,1.6,0.18,0.03,1.6,8.1,9.7,20,22.2,70,2.7
32,1.6,0.17,0.03,3.64,5.35,9,25,19.6,65,2.3
22,1.6,0.19,0.03,3.4,5.72,9.02,33.2,19.73,60,2.2
14,1.68,0.15,0.06,1.81,4.89,6.67,34.1,19.6,63.1,3.39
34,1.68,0.16,0.07,1.48,4.57,6.07,36.3,62.5,62,3.8
34,1.68,0.14,0.04,1.33,3.68,4.99,36.6,43,65,3.4
32,1.68,0.14,0.04,1.21,3.62,4.85,36.8,30,77,2.6
29,1.68,0.23,0.06,1.39,4.69,6.06,32.7,11.8,87,2
30,1.68,0.19,0.06,1.29,5.28,6.6,30.8,5.3,83,2.5
27,1.68,0.23,0.09,1.08,7.19,8.13,28,9.2,85,2.2
27,1.72,0.33,0.11,1.34,10.65,12.15,27.6,11.8,82,2.2
27,1.78,0.35,0.15,-0.3,17,17,31,14.4,82,2.2
27,1.8,0.43,0.17,0.5,25,26,31.2,15.7,83,2.8
27,1.92,0.42,0.16,1,20,21,30.5,22.2,84,3
27,1.92,0.48,0.14,0.9,23,24,35.2,30,84,3.2
27,1.92,0.47,0.11,1.9,21,23,37,22.2,82,3.4
27,2,0.32,0.11,1.36,10.41,11.69,38.4,15.7,84,2.1
27,2,0.27,0.08,1.2,9.86,11.03,34.1,10.5,82,0.1
27,2.2,0.22,0.08,1.71,8.89,10.46,36,14.4,82,-0.4
27,2.28,0.17,0.09,-0.5,6,5.5,38.8,10.5,81,-0.4
26,2.12,0.15,0.12,-0.2,5.9,5.7,45.7,5.3,81,-0.1
26,2.42,0.17,0.15,1,7.4,8.4,47.4,5.3,81,-0.2
27,2.18,0.29,0.15,6.9,9.6,16,49.3,5.3,80,0.1
29,1.88,0.39,0.15,10,13,23,47.5,18.3,75,1.1
30,1.78,0.33,0.12,3.6,10,14,46.9,22.2,73,1.9
31,1.76,0.24,0.1,0.9,7.5,8.4,48.8,30,69,1.4
32,1.74,0.24,0.09,0.2,7.5,7.7,48.3,28.7,65,1.6
32.6,1.72,0.24,0.08,1.79,7.13,8.92,47.2,32.6,62.6,4.14
33.2,1.68,0.22,0.09,1.31,6.29,7.61,35,46.9,61.4,4.13
33,1.68,0.19,0.08,1.37,6.09,7.49,53,39.1,65,4.27
33,1.7,0.21,0.07,0.3,8.9,9.2,56,41.7,62,4.36
33,1.66,0.14,0.06,1.7,10,12,48,22.2,63,4.38
32,1.67,0.13,0.06,1.3,6,7.3,38,23.5,67,3.46
30,1.68,0.44,0.09,4.7,14,19,27,11.8,70,2.11
29,1.5,0.35,0.32,1.41,9.11,10.61,32,18.3,69,1.75
28,1.5,0.34,0.39,1.4,9.76,11.25,33,15.7,75,1.48
28,1.7,0.36,0.4,1.47,10.55,11.96,33,22.2,75,1.8
28,1.7,0.39,0.34,1.51,10.31,11.89,26,14.4,73,1.65
28,1.7,0.39,0.29,1.7,13,14,33,15.7,73,1.85
28,1.8,0.3,0.29,1.9,13,15,29,9.2,75,2.23
26.8,1.98,0.22,0.15,1.53,10.13,11.72,34.2,19.86,80.5,2.63
26.7,1.88,0.2,0.12,1.45,9.14,10.71,33.6,18.04,81.1,2.22
26.7,1.94,0.17,0.09,1.43,8.11,9.49,34.9,18.17,80.5,2.12
26.5,1.94,0.17,0.08,1.96,8.75,10.66,35.7,15.83,80.3,2.07
26.4,2.14,0.19,0.09,2.1,9.18,11.29,37.8,16.272,81.5,2.21
26.3,2.22,0.22,0.13,3.31,9.84,13.06,41,16.74,82.9,2.77
27.3,2.2,0.3,0.17,8.43,9.17,17.78,42.9,20.64,80.4,3.35
29.2,1.94,0.36,0.17,8.6,10.11,18.78,43,20.51,73.5,4.33
31.1,1.72,0.28,0.11,6,9.17,15.11,45,17,68.3,5.31
32,1.6,0.47,0.25,5.6,15,21,47,18.3,61,4.36
34,1.6,0.35,0.22,3.7,12,16,48,18.3,58,3.93
33,1.6,0.32,0.1,1.2,8.8,10,46,31.3,61,4.04
33,1.62,0.17,0.06,1.42,5.56,7.01,34,31.3,64,3.83
33,1.66,0.17,0.05,1.39,4.32,5.66,24,31.3,64,3.21
33,1.64,0.12,0.04,1.6,3.62,5.23,19,13.1,67,2.27
33,1.66,0.09,0.06,1.5,1.5,3,20,10.5,67,1.89
32,1.6,0.13,0.01,0.7,2.7,3.4,22,9.2,73,1.95
31,1.6,0.13,0.01,0.4,3.9,4.2,24,10.5,74,1.87
31,1.6,0.13,0.01,0.1,4.9,5,27,11.8,74,1.92
31,1.7,0.38,0.28,1.5,16,17,34,19.6,73,2.16
30,1.8,0.51,0.56,1.9,20,22,33,19.6,73,2.19
30,1.7,0.41,0.49,2.13,13.8,15.76,36,22.2,74,2.35
30,1.8,0.39,0.69,4.5,20,24,36,14.4,75,2.66
29,1.8,0.31,0.61,1.7,15,17,38,17,77,2.63
28,1.98,0.2,0.12,1.14,8.88,10.07,36.7,17.39,84.4,2.28
28,1.92,0.18,0.1,1.29,8.64,9.89,44.5,19.08,84.6,2.81
27.6,1.82,0.17,0.07,1.6,8.97,10.6,49.9,18.82,85.1,2.77
27.4,1.86,0.17,0.08,1.17,8.28,9.47,45.1,24.15,85.2,2.89
27.3,1.88,0.19,0.08,1.5,8.17,9.6,34.5,18.95,85.4,2.73
27.4,1.98,0.24,0.15,3.26,8.84,12.17,31.7,18.69,84.7,3.11
28.3,1.96,0.24,0.13,6.41,7.72,14.23,30,18.3,81.4,3.12
30,1.78,0.45,0.11,10,11,21,34,28.7,77,3.6
31,1.7,0.2,0.38,3.48,5.4,8.91,37,37.8,70,3.33
32.1,1.68,0.18,0.05,2.8,5.12,7.89,28.5,19.34,67.7,3.17
33,1.66,0.19,0.07,1.92,4.89,6.78,45,41.7,64.1,3.13
33,1.6,0.22,0.08,1.6,5.58,7.17,43,33.9,61,3.64
34,1.6,0.17,0.03,2.2,4.8,7,34,39.1,57,3.72
34,1.6,0.09,0.02,1.8,2.6,4.3,24,15.7,59,3.11
33,1.6,0.07,0.01,1.6,2.2,3.8,20,10.5,62,2.61
33,1.6,0.06,0,1.8,2.4,4.2,22,5.3,66,2.37
32,1.6,0.07,0,2.1,2.2,4.3,22,5.3,68,2.11
32,1.6,0.12,0.02,1.8,3.2,5,27,9.2,70,2.24
31,1.6,0.12,0.03,1.4,4.3,5.7,28,14.4,74,2.3
31,1.6,0.12,0.04,1.5,6.7,8.1,27,18.3,76,2.55
31,1.6,0.11,0.02,1.3,3.7,5,20,13.1,77,2.54
30,1.6,0.15,0.05,1.5,4.8,6.3,17,7.9,77,2.84
30,1.6,0.24,0.5,2.8,10,13,18,15.7,77,2.41
30,1.7,0.18,0.43,2.3,9.2,12,22,14.4,77,2.57
30,1.7,0.13,0.45,1.9,7,8.9,21,18.3,78,2.52
30,1.6,0.11,0.47,2,8.8,11,22,5.3,78,3.05
29,1.8,0.16,0.4,3.3,14,17,24,9.2,81,3.01
29,1.9,0.15,0.55,2.1,12,14,27,9.2,83,3.1
29,1.9,0.18,0.37,2.4,11,13,33,11.8,83,2.92
29,1.8,0.24,0.25,6.1,13,19,30,11.8,82,3.16
30,1.7,0.22,0.16,8.4,10,19,33,10.5,78,3.38
30,1.7,0.4,0.29,7.2,11,18,32,15.7,76,4.06
32,1.7,0.26,0.19,3.95,5.4,9.33,30,13.1,71,3.83
32,1.6,0.2,0.05,5,6.4,11,30,14.4,66,3.3
32.9,1.68,0.17,0.05,2.21,4.78,6.98,23,15.7,63.8,3.18
33,1.6,0.16,0.04,2.02,4.17,6.28,26,24.8,63,2.81
34,1.6,0.11,0.02,1.6,2.2,3.7,25,27.4,60,1.6
34,1.6,0.07,0,1.2,1.8,3,31,15.7,63,1
32,1.6,0.08,0,1.2,1.9,3.1,20,9.2,69,1.1
33,1.6,0.08,0,1.2,2.1,3.2,18,9.2,69,1
33,1.6,0.1,0.02,1.4,2.3,3.6,12,9.2,68,1.1
32,1.6,0.3,0.17,6.8,8.7,15,20,9.2,71,3.3
31,1.6,0.36,0.2,5.4,11,17,24,9.2,71,2.9
31,1.6,0.35,0.36,4.1,12,16,29,17,73,2.4
30,1.7,0.42,0.44,3.7,15,19,30,14.4,74,3.9
30,1.8,0.42,0.4,2.7,16,19,28,5.3,77,2.8
29,1.8,0.35,0.46,1.5,15,16,31,5.3,75,3.2
29,1.8,0.34,0.28,1.3,13,14,30,10.5,74,1.5
29,1.8,0.26,0.46,1.2,13,15,31,22.2,76,2.1
29,1.9,0.25,0.23,1.4,13,15,27,13.1,77,1.6
28,1.9,0.2,0.21,1.2,10,12,32,19.6,77,1.3
28,1.8,0.22,0.17,0.7,8.4,9.1,36,11.8,77,1.1
27,1.8,0.17,0.21,1.1,10,11,39,17,78,2
27,1.9,0.2,0.42,3.5,13,16,34,11.8,79,2.7
28,1.8,0.29,0.32,8.7,11,20,35,10.5,75,2.7
30,1.7,0.48,0.26,9.3,12,21,31,7.9,69,3.3
32,1.7,0.46,0.4,8.8,16,25,38,17,66,6.7
33,1.7,0.4,0.33,4.4,16,20,40,19.6,63,6.2
33,1.7,0.38,0.25,2.8,15,18,47,30,61,5.5
34,1.6,0.23,0.05,3.8,8.3,12,37,15.7,60,6.5
34,1.6,0.17,0.05,2.5,4.8,7.3,26,18.3,60,2.5
34,1.6,0.1,0.02,1.4,2.6,4,21,5.3,60,0.5
34,1.6,0.09,0.02,1.2,2.5,3.6,20,9.2,60,0.5
33,1.6,0.12,0.04,1.4,3.3,4.7,24,5.3,62,0.6
33,1.6,0.12,0.04,1.3,3.7,5,20,10.5,67,0.9
32,1.6,0.2,0.06,1,4.7,5.8,25,10.5,71,0.8
31,1.6,0.35,0.26,2.9,9.6,12,18,15.7,74,1.2
31,1.6,0.4,0.47,3.8,14,18,26,15.7,75,3.3
31,1.7,0.33,0.32,4.1,15,19,28,18.3,77,5
30,1.7,0.34,0.38,2.5,12,15,38,14.4,76,2
30,1.7,0.36,0.53,2.2,15,17,29,17,77,2.8
30,1.8,0.32,0.58,1.5,13,14,32,13.1,79,3.1
29,1.8,0.2,0.24,1.4,9.9,11,18,9.2,81,2.1
29,1.7,0.18,0.35,1,7.8,8.8,26,10.5,82,2.5
29,1.7,0.16,0.5,1,7.4,8.4,21,9.2,82,3.1
29,1.7,0.13,0.11,0.2,6.2,6.4,32,22.2,81,2.7
29,1.7,0.12,0.08,0.6,6.8,7.4,26,13.1,80,2.4
29,1.7,0.18,0.11,1.4,8.8,10,26,15.7,81,3
29,1.7,0.25,0.12,5.7,12,18,16,5.3,78,5.3
31,1.8,0.38,0.23,9.1,14,23,25,18.3,72,6.5
32,1.7,0.27,0.2,4.3,11,15,29,15.7,65,4.8
33,1.6,0.2,0.15,6.2,8.4,15,40,14.4,64,5
34,1.6,0.22,0.12,5.5,8.5,14,34,15.7,63,5.6
34,1.6,0.15,0.03,2.9,5.8,8.7,24,13.1,64,5.7
34,1.6,0.09,0.01,1.1,3.2,4.3,13,13.1,65,1.7
32,1.6,0.08,0,0.6,2.9,3.5,15,5.3,71,1.7
33,1.6,0.08,0,0.6,2.7,3.4,20,13.1,70,1.6
33,1.6,0.09,0,0.8,2.8,3.6,31,22.2,65,1.7
33,1.6,0.09,0.01,1,3.2,4.3,25,18.3,64,1.9
33,1.6,0.11,0.01,0.8,3.9,4.7,27,10.5,65,2
32,1.6,0.12,0,0.6,3.7,4.4,20,5.3,69,1.8
31,1.6,0.13,0.01,0.4,4.8,5.2,23,5.3,76,2
31,1.6,0.11,0,0.2,4.4,4.6,19,9.2,78,1.9
31,1.6,0.18,0.02,0.6,5.8,6.4,21,5.3,79,1.9
31,1.7,0.22,0.15,0.8,7.5,8.3,19,14.4,78,2.2
30,1.7,0.26,0.16,1.2,11,12,22,14.4,78,2.7
30,1.7,0.24,0.13,0.8,12,13,23,22.2,79,2.6
29,1.7,0.21,0.14,0.7,11,11,26,11.8,79,2.8
29,1.7,0.23,0.36,1,13,14,27,14.4,80,3.7
29,1.8,0.22,0.21,1.4,8.1,9.5,31,7.9,81,2.6
29,1.8,0.14,0.07,1.5,7.7,9.1,29,13.1,83,2
29,1.8,0.22,0.12,2.5,9.3,12,29,9.2,84,2.2
29,1.9,0.22,0.15,4.5,9.3,14,30,15.7,83,3
30,1.8,0.25,0.1,5.4,7.8,13,33,14.4,80,2.9
31,1.7,0.24,0.07,3.5,6.8,10,35,24.8,72,4
33,1.6,0.23,0.07,2.3,6.4,8.6,28,26.1,66,3.3
32,1.7,0.25,0.08,1.4,7.2,8.6,30,30,70,4.2
33,1.7,0.23,0.05,1.1,6.1,7.2,35,31.3,66,3.6
34,1.6,0.23,0.02,1.7,6,7.7,37,33.9,62,5.5
34,1.6,0.11,0.01,1.6,2.5,4.1,37,27.4,59,2.1
34,1.6,0.07,0,1.2,1.7,2.9,20,13.1,63,1.6
33,1.6,0.08,0,1.2,2.2,3.4,24,11.8,66,1.5
32,1.6,0.09,0.02,1.4,2.2,3.6,14,17,71,1.8
32,1.6,0.1,0,0.9,3.3,4.2,23,23.5,72,1.9
32,1.6,0.09,0,0.9,3.6,4.4,17,13.1,71,2
32,1.6,0.11,0.01,1,4.7,5.8,25,5.3,72,2.1
31,1.7,0.22,0.05,1.8,9.7,11,21,5.3,74,2.1
30,1.7,0.24,0.07,1.9,11,13,24,7.9,78,2.1
30,1.7,0.28,0.11,2.1,12,14,21,13.1,78,2.6
30,1.7,0.28,0.15,2.2,14,16,23,9.2,76,3.4
29,1.7,0.23,0.13,1.6,11,13,18,9.2,78,1.6
29,1.8,0.21,0.12,1.7,11,13,21,9.2,80,1.9
28,1.8,0.14,0.05,1.4,8,9.4,22,7.9,84,1.8
28,1.8,0.11,0.09,1.3,5.7,7,22,5.3,84,1.5
28,1.8,0.12,0.11,1.5,6.2,7.7,23,5.3,84,1.5
28,1.8,0.18,0.09,2.9,9.9,13,28,11.8,83,3.1
29,1.8,0.26,0.15,8.5,11,19,44,14.4,79,3.1
30,1.7,0.45,0.18,9.4,11,20,49,15.7,74,3.3
32,1.7,0.31,0.11,5.7,8.8,14,37,18.3,67,3.1
33,1.7,0.31,0.15,3.2,9.6,13,22,27.4,62,3.1
34,1.6,0.21,0.07,1.2,6.5,7.7,20,25.19,61,2.3
35,1.6,0.12,0.03,1.3,4,5.3,30,27.27,58,2.2
35,1.6,0.09,0,1.2,2.9,4.1,25,33.38,60,1.8
35,1.6,0.09,0,1,2.6,3.6,26,17,59,2.9
34,1.6,0.08,0.01,1.4,2.8,4.2,17,15.7,62,2.8
34,1.6,0.09,0.02,1.4,3.2,4.5,21,13.1,64,2.2
33,1.6,0.09,0.01,1.3,3.2,4.5,17,13.1,65,2.7
32,1.6,0.15,0.04,1.2,3.9,5.1,21,15.7,69,2.7
32,1.6,0.15,0.05,1,5.1,6.2,29,13.1,73,2.8
31,1.6,0.18,0.04,1.2,6.8,8.1,25,13.1,72,2.6
30,1.7,0.26,0.08,1.6,9.3,11,26,18.3,73,2.8
30,1.7,0.31,0.09,1.8,13,15,25,22.2,74,3.6
30,1.8,0.25,0.1,1.4,12,13,36,28.7,75,4
30,1.8,0.23,0.1,1.1,10,11,36,31.3,74,3.1
30,1.8,0.27,0.14,1.5,19,20,40,39.1,74,6.1
30,1.8,0.24,0.26,2,17,19,34,31.3,74,4.8
29,1.8,0.21,0.74,1.8,14,16,42,39.1,77,3.6
29,1.7,0.19,0.37,1.6,14,16,42,32.6,79,2.5
29,1.8,0.22,0.3,1.5,13,15,44,37.8,81,2.3
29,1.9,0.23,0.28,4.5,15,19,40,28.7,83,2
30,1.8,0.27,0.19,5.5,12,17,39,24.8,77,3.4
31,1.8,0.5,0.26,9.7,14,23,42,22.2,73,5.8
33,1.7,0.51,0.44,8.6,17,25,48,19.6,66,5.8
34,1.6,0.29,0.27,7,10,17,57,26.1,59,3.8
35,1.6,0.19,0.37,4.9,8.2,13,60,22.2,52,2.2
35,1.6,0.22,0.26,4.6,9,14,65,14.4,53,3
35,1.6,0.2,0.09,5,7.1,12,48,11.8,56,2.9
35,1.6,0.2,0.22,3.9,7.9,12,43,10.5,56,3.5
35,1.6,0.19,0.2,6.1,8.9,15,35,10.5,57,3.3
34,1.6,0.2,0.2,6.3,8,14,43,5.3,57,1.9
33,1.6,0.24,0.18,7,11,18,42,9.2,64,2.4
33,1.6,0.33,0.14,5.4,9.7,15,38,11.8,64,1.2
32,1.6,0.27,0.17,4.6,9.2,14,46,7.9,68,1.1
31,1.6,0.26,0.27,4.1,9.8,14,38,5.3,71,1.7
31,1.6,0.32,0.33,4.9,11,16,33,5.3,71,3.4
31,1.7,0.38,0.43,9.7,14,24,27,5.3,71,5.3
31,1.7,0.38,0.39,8,13,21,27,5.3,69,2.6
31,1.7,0.3,0.51,3.9,11,15,33,18.3,67,3.6
31,1.8,0.32,0.33,6.5,12,19,31,19.6,69,2.7
30,1.9,0.3,0.46,9.2,12,21,36,23.5,73,4.6
29,1.9,0.2,0.23,10,9.8,20,32,11.8,78,3.5
28,1.8,0.14,0.23,4.3,8.2,13,31,9.2,82,2.9
28,1.8,0.16,0.29,4.4,8.4,13,30,7.9,80,3.9
28,1.8,0.16,0.28,6.1,8.4,14,35,7.9,79,3.2
29,1.8,0.23,0.17,9.6,7.6,17,36,5.3,77,2.8
31,1.8,0.56,0.26,12,13,26,36,13.1,68,5.3
32,1.7,0.4,0.21,7.2,13,20,36,13.1,63,4.6
33,1.7,0.24,0.15,3.9,11,15,36,13.1,60,4.1
34,1.6,0.22,0.15,5.6,8.9,14,37,11.8,58,4.7
34,1.6,0.21,0.18,7,8.5,16,39,15.7,56,4
35,1.6,0.22,0.04,6.5,7,13,42,13.1,56,4.6
34,1.6,0.2,0.01,6,7,13,37,9.2,60,8.6
33,1.66,0.13,0.04,2.13,3.37,5.5,37.89,16.857,63,2.02
33,1.6,0.31,0.24,11,10,21,48,5.3,62,11
32,1.6,0.25,0.29,7,7.6,15,39,11.8,66,7.3
32,1.6,0.27,0.16,3.7,6.4,10,41,11.8,70,3.5
31,1.6,0.26,0.19,2.9,5.8,8.7,25,14.4,74,2.6
31,1.6,0.26,0.18,3,6.3,9.3,29,10.5,75,3
31,1.6,0.24,0.09,2.6,6,8.5,28,14.4,73,2.6
31,1.6,0.22,0.06,2.2,5.5,7.7,23,9.2,73,2.5
31,1.6,0.17,0.02,1.8,5,6.8,21,11.8,75,2.9
30,1.7,0.13,0.02,1.4,5.1,6.4,14,5.3,75,3.3
30,1.7,0.1,0.05,1.4,4.6,6,12,9.2,74,2.7
30,1.7,0.15,0.18,1.6,8.6,10,12,5.3,76,4.2
29,1.7,0.21,0.39,1.8,11,12,20,9.2,79,4.2
29,1.7,0.2,0.25,1.5,11,13,26,10.5,81,3.5
29,1.7,0.18,0.29,1.1,10,11,19,13.1,82,3.7
28,1.8,0.15,0.08,3.3,9,12,19,5.3,83,2.5
29,1.8,0.2,0.12,6.7,7.4,14,20,5.3,80,1.9
30,1.7,0.3,0.14,7.2,8.1,15,24,7.9,74,3.7
31,1.7,0.21,0.07,2.8,5.4,8.1,21,13.1,71,2.7
33,1.6,0.14,0.01,1.6,3.8,5.4,29,18.3,66,2.9
33,1.6,0.17,-0.01,3.1,4.8,7.9,33,18.3,61,4.9
34,1.68,0.1,0.05,1.4,2.5,3.8,34,15.7,61,2.5
33,1.6,0.11,-0.03,1.3,2.6,3.8,24,11.8,64,2.4
33,1.7,0.16,-0.01,1,3.6,4.7,22,5.3,62,3.1
33,1.6,0.1,0,0.9,2.8,3.6,23,17,64,2
33,1.6,0.09,-0.02,1,2.5,3.5,21,17,66,1.6
33,1.6,0.11,-0.01,1.5,2.6,4.1,27,26.1,64,1.8
32,1.6,0.15,-0.01,1.4,3.2,4.6,21,13.1,66,1.4
32,1.6,0.14,-0.01,0.9,3.7,4.7,27,14.4,70,1.7
29,1.7,0.18,0.01,0.8,6.7,7.5,26,5.3,73,1.7
28,1.7,0.27,0.14,1.3,12,14,32,5.3,80,2.2
27,1.7,0.2,0.03,1.5,8.9,10,25,7.9,78,2.6
28,1.8,0.23,0.02,0.9,17,18,26,5.3,73,3
28,1.8,0.24,0.04,1,19,20,26,10.5,77,4.2
28,1.8,0.16,0.05,0.8,8.1,8.9,32,7.9,78,2
28,1.8,0.16,0.06,0.9,9.8,11,20,7.9,79,0.5
28,1.8,0.14,0.07,0.7,9.2,9.9,24,9.2,80,0.4
28,1.8,0.13,0.09,1.2,11,13,22,5.3,80,1.2
28,1.8,0.13,0.13,1.2,7.6,8.8,27,11.8,79,0.7
28,1.8,0.19,0.27,2.9,14,17,29,15.7,78,1.1
29,1.8,0.26,0.21,6.1,12,18,31,18.3,74,1
30,1.7,0.33,0.16,8,11,19,34,22.2,71,1.2
31,1.7,0.29,0.07,7.6,11,19,31,11.8,69,1.6
32,1.7,0.25,0.08,3.7,10,14,39,18.3,65,3.4
34,1.7,0.21,0.06,2.1,7.1,9.2,41,23.5,59,1.7
34,1.7,0.19,0.05,1.2,6,7.2,45,28.7,63,1.8
34,1.7,0.2,0.03,1.2,5.9,7,35,36.5,61,2.6
33,1.6,0.18,0.01,1.3,4.8,6.1,42,37.8,61,2.6
34,1.6,0.12,0.01,1.1,3.6,4.7,36,32.6,62,0.3
33,1.6,0.11,0.02,1.4,3,4.3,34,27.4,67,0.8
33,1.6,0.1,0.02,1.4,3.2,4.7,19,15.7,68,0.3
32,1.6,0.16,0.04,1.8,3.9,5.6,16,19.6,69,0.4
32,1.6,0.18,0.05,1.6,4.3,5.9,18,18.3,71,0.2
31,1.6,0.15,0.04,1.2,4.4,5.7,20,18.3,73,0.2
31,1.6,0.2,0.06,1.7,6.9,8.6,22,14.4,73,1
29,1.7,0.28,0.09,1.9,14,16,19,5.3,80,0.3
28,1.7,0.23,0.1,1.3,12,13,19,13.1,79,0.8
29,1.7,0.24,0.1,1.4,19,20,20,9.2,78,2.2
29,1.8,0.23,0.15,1.4,14,16,24,13.1,78,1.6
29,1.8,0.2,0.24,1.1,11,12,30,14.4,77,3.5
29,1.8,0.22,0.26,1,13,14,32,17,79,2.9
29,1.8,0.2,0.27,1.2,14,15,33,17,81,2.5
29,1.8,0.22,0.39,1.6,15,17,34,14.4,80,3
28,1.8,0.23,0.42,2.3,13,15,35,22.2,80,3.4
29,1.8,0.29,0.21,4,12,16,39,18.3,76,2.9
31,1.7,0.28,0.15,3.9,9.6,14,34,19.6,71,3.1
32,1.7,0.29,0.24,4.4,11,15,34,19.6,67,4.2
33,1.7,0.29,0.26,4,11,15,39,28.7,62,4.5
34,1.6,0.25,0.14,3.9,9.1,13,37,30,58,4.8
34,1.6,0.18,0.09,3.2,5.5,8.7,36,18.3,57,3.5
34,1.6,0.18,0.06,3.9,6.2,10,24,7.9,58,4.2
34,1.6,0.13,0.03,3.4,3.9,7.3,23,9.2,59,6.1
34,1.6,0.09,0.03,1.8,1.6,3.4,16,9.2,59,1.8
33,1.6,0.1,0.03,1.9,2,3.9,14,17,61,1.7
33,1.6,0.11,0.03,1.7,2.2,3.9,14,9.2,65,1.8
